symbole	type	lot	domaine	couche	cible	routes	lignes	refs	tickets_90j	ligne_source
tsPromptDefault	js	L2	sessions	model	models/sessions/tsPromptDefault.js		6	2	0	11220
tsPromptEdited	js	L2	sessions	model	models/sessions/tsPromptEdited.js		2	1	0	11237
tsPromptSync	js	L2	sessions	model	models/sessions/tsPromptSync.js		4	1	0	11226
tsTplChanged	js	L2	sessions	model	models/sessions/tsTplChanged.js		7	1	0	11230
wsCache	js	L2	sessions	model	models/sessions/wsCache.js		1	0	1	7816
addMonitor	js	L2	sessions	service	services/sessions.service.js	/monitor	10	0	1	11355
approveAll	js	L2	sessions	service	services/sessions.service.js	/approve-all	15	0	1	2320
createTicket	js	L2	sessions	service	services/sessions.service.js	/tickets	28	0	1	7787
kill	js	L2	sessions	service	services/sessions.service.js	/kill;/cockpit-config;/auth/whoami	138	3	32	11438
moveSession	js	L2	sessions	service	services/sessions.service.js	/move-session	22	1	0	7765
refreshAt	js	L2	sessions	service	services/sessions.service.js		1	0	0	1977
refreshDue	js	L2	sessions	service	services/sessions.service.js		5	8	0	1981
refreshFetch	js	L2	sessions	service	services/sessions.service.js	/refresh	39	8	1	2001
refreshHash	js	L2	sessions	service	services/sessions.service.js		1	0	0	1976
refreshInFlight	js	L2	sessions	service	services/sessions.service.js		1	0	0	1979
refreshQueued	js	L2	sessions	service	services/sessions.service.js		1	0	0	1980
refreshSessions	js	L2	sessions	service	services/sessions.service.js		1	32	30	2060
refreshSpecs	js	L2	sessions	service	services/sessions.service.js		15	1	1	1986
refreshWorklogSid	js	L2	sessions	service	services/sessions.service.js		1	0	0	1978
removeMonitor	js	L2	sessions	service	services/sessions.service.js	/unmonitor	7	0	1	11365
resumeSession	js	L2	sessions	service	services/sessions.service.js	/resume	32	1	5	7733
seedBriefs	js	L2	sessions	service	services/sessions.service.js		10	1	0	2040
sendAction	js	L2	sessions	service	services/sessions.service.js	/send	23	2	1	11321
sendPmAction	js	L2	sessions	service	services/sessions.service.js		11	1	0	11344
setDisposition	js	L2	sessions	service	services/sessions.service.js	/disposition	7	1	0	11431
setLayout	js	L2	sessions	service	services/sessions.service.js	/layout	10	0	1	11372
spawn	js	L2	sessions	service	services/sessions.service.js	/spawn	28	1	5	11382
spawnTicketSession	js	L2	sessions	service	services/sessions.service.js	/spawn	39	1	4	11239
tickSessions	js	L2	sessions	service	services/sessions.service.js		10	2	1	2050
css:.runitem	css	L2	sessions	style	views/sessions/sessions.css		1	0	0	423
css:.runitem .rmeta	css	L2	sessions	style	views/sessions/sessions.css		1	0	0	428
css:.runitem .tid	css	L2	sessions	style	views/sessions/sessions.css		1	0	0	427
css:.runitem.active	css	L2	sessions	style	views/sessions/sessions.css		1	0	0	426
css:.runitem.ghost	css	L2	sessions	style	views/sessions/sessions.css		1	0	0	390
css:.runitem.ghost:hover	css	L2	sessions	style	views/sessions/sessions.css		1	0	0	391
css:.runitem:hover	css	L2	sessions	style	views/sessions/sessions.css		1	0	0	425
css:.sess	css	L2	sessions	style	views/sessions/sessions.css		1	0	0	136
css:.sess .meta	css	L2	sessions	style	views/sessions/sessions.css		1	0	0	140
css:.sess .rm	css	L2	sessions	style	views/sessions/sessions.css		1	0	0	139
css:.sess.active	css	L2	sessions	style	views/sessions/sessions.css		1	0	0	138
css:.sessions	css	L2	sessions	style	views/sessions/sessions.css		1	0	0	135
html:<div chipsrow>	html	L2	sessions	view	views/sessions/chipsrow.view.js		1	0	0	1506
html:<div lp-running>	html	L2	sessions	view	views/sessions/lp-running.view.js		1	0	0	884
html:<div rescard>	html	L2	sessions	view	views/sessions/rescard.view.js		1	0	0	1032
rTitleHtml	js	L2	sessions	view	views/sessions/rTitleHtml.view.js		10	1	0	2244
renderAttnBand	js	L2	sessions	view	views/sessions/renderAttnBand.view.js		24	1	2	1939
renderChips	js	L2	sessions	view	views/sessions/renderChips.view.js		29	1	1	11292
renderCurTitle	js	L2	sessions	view	views/sessions/renderCurTitle.view.js		46	14	12	2265
renderRTitle	js	L2	sessions	view	views/sessions/renderRTitle.view.js		11	1	0	2254
renderSessions	js	L2	sessions	view	views/sessions/renderSessions.view.js		183	1	1	2061
renderSetEditPicker	js	L2	sessions	view	views/sessions/renderSetEditPicker.view.js		8	1	0	2402
roleHintLine	js	L2	sessions	view	views/sessions/roleHintLine.view.js		10	1	1	11206
setBody	js	L2	sessions	view	views/sessions/setBody.view.js		6	2	1	2367
restartTip	js	L2	sessionsets	component	components/restartTip.js		5	2	0	2962
setLabel	js	L2	sessionsets	component	components/setLabel.js		2	27	0	2410
warnSpawn	js	L2	sessionsets	component	components/warnSpawn.js		4	5	0	2844
closeRuleForm	js	L2	sessionsets	controller	controllers/sessionsets.controller.js		8	1	0	2663
onSetPick	js	L2	sessionsets	controller	controllers/sessionsets.controller.js		8	0	2	2848
openRuleForm	js	L2	sessionsets	controller	controllers/sessionsets.controller.js		1	1	0	2662
setSpawnPref	js	L2	sessionsets	controller	controllers/sessionsets.controller.js		5	1	1	3174
setWritable	js	L2	sessionsets	controller	controllers/sessionsets.controller.js		9	5	0	2568
toggleGroup	js	L2	sessionsets	controller	controllers/sessionsets.controller.js		10	1	1	2613
toggleSelMode	js	L2	sessionsets	controller	controllers/sessionsets.controller.js		16	0	2	2623
toggleSetEntryRestart	js	L2	sessionsets	controller	controllers/sessionsets.controller.js		3	1	2	3182
isCollapsed	js	L2	sessionsets	model	models/sessionsets/isCollapsed.js		6	2	0	2607
newSetPlan	js	L2	sessionsets	model	models/sessionsets/newSetPlan.js		16	1	0	2718
readRuleForm	js	L2	sessionsets	model	models/sessionsets/readRuleForm.js		12	1	1	2734
slugifySet	js	L2	sessionsets	model	models/sessionsets/slugifySet.js		10	2	0	2412
warnSetFull	js	L2	sessionsets	model	models/sessionsets/warnSetFull.js		11	1	1	2833
applyRuleForm	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set/create;/session-set/rule	32	1	1	2746
createSetFromSelection	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set/create	34	1	3	2799
deleteSessionSet	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set	14	1	3	3185
dropFromSet	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set	17	1	2	3008
forgetGhost	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set	14	2	3	2984
forgetSetEntry	js	L2	sessionsets	service	services/sessionsets.service.js		3	1	3	3179
loadSessionSet	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set	84	20	13	3055
materializeSet	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set/materialize	12	1	1	2778
moveSelection	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set/move	23	0	1	2639
refreshSessionSet	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set	11	14	4	2459
refreshSessionSets	js	L2	sessionsets	service	services/sessionsets.service.js	/session-sets	98	14	11	2470
relaunchBtnState	js	L2	sessionsets	service	services/sessionsets.service.js		12	2	0	2447
relaunchGhost	js	L2	sessionsets	service	services/sessionsets.service.js	/resume	30	2	4	3025
relaunchSessionSet	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set/estimate;/session-set/relaunch	39	1	5	2866
renameSet	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set/rename	10	1	1	2856
restoreSet	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set/restore	12	1	1	3162
saveSessionSet	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set	25	1	4	2422
setAutoYes	js	L2	sessionsets	service	services/sessionsets.service.js	/auto-yes	17	0	0	3199
setRetention	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set/retention	9	1	1	2790
switchSet	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set/current	16	2	2	2577
switchView	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set/current	14	1	2	2593
toggleRestart	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set/restart	17	2	2	2967
toggleSetHistory	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set/history	23	1	1	3139
undoSetChange	js	L2	sessionsets	service	services/sessionsets.service.js	/session-set/restore	10	2	0	2998
html:<div lp-sessions>	html	L2	sessionsets	view	views/sessionsets/lp-sessions.view.js		1	0	0	1007
html:<div sessions-set-card>	html	L2	sessionsets	view	views/sessionsets/sessions-set-card.view.js		1	0	0	1074
renderGhostItem	js	L2	sessionsets	view	views/sessionsets/renderGhostItem.view.js		57	1	10	2905
ruleFormHtml	js	L2	sessionsets	view	views/sessionsets/ruleFormHtml.view.js		47	3	3	2671
composerHistory	js	L2	terminal	component	components/composerHistory.js		4	3	0	9313
composerRefresh	js	L2	terminal	component	components/composerRefresh.js		16	3	0	9334
composerShow	js	L2	terminal	component	components/composerShow.js		13	3	0	9321
showCaptureModal	js	L2	terminal	component	components/showCaptureModal.js		9	15	6	9533
vaultRender	js	L2	terminal	component	components/vaultRender.js		5	3	0	9106
writeClip	js	L2	terminal	component	components/writeClip.js		10	3	0	9500
copyCapture	js	L2	terminal	controller	controllers/terminal.controller.js	/capture	13	0	1	9510
openVault	js	L2	terminal	controller	controllers/terminal.controller.js		11	0	0	9111
setLocalTheme	js	L2	terminal	controller	controllers/terminal.controller.js		8	0	0	9569
setServerTheme	js	L2	terminal	controller	controllers/terminal.controller.js		4	2	0	9565
CMP_HIST_MAX	js	L2	terminal	model	models/terminal/CMP_HIST_MAX.js		1	0	0	9308
cmpDraft	js	L2	terminal	model	models/terminal/cmpDraft.js		2	0	0	9310
cmpHistKey	js	L2	terminal	model	models/terminal/cmpHistKey.js		1	2	0	9312
cmpHistPos	js	L2	terminal	model	models/terminal/cmpHistPos.js		1	0	0	9309
composerGuard	js	L2	terminal	model	models/terminal/composerGuard.js		16	2	0	9283
composerHistoryAdd	js	L2	terminal	model	models/terminal/composerHistoryAdd.js		9	1	0	9299
composerHistoryRender	js	L2	terminal	model	models/terminal/composerHistoryRender.js		20	2	0	9386
composerHistorySave	js	L2	terminal	model	models/terminal/composerHistorySave.js		4	1	0	9317
composerHistoryStep	js	L2	terminal	model	models/terminal/composerHistoryStep.js		16	2	0	9406
composerHistoryToggle	js	L2	terminal	model	models/terminal/composerHistoryToggle.js		7	0	0	9379
composerKey	js	L2	terminal	model	models/terminal/composerKey.js		16	0	0	9422
memProbeTimer	js	L2	terminal	model	models/terminal/memProbeTimer.js		1	0	0	9203
reopenTicket	js	L2	terminal	model	models/terminal/reopenTicket.js		23	2	1	9542
termAvailable	js	L2	terminal	model	models/terminal/termAvailable.js		12	1	3	9180
termBase	js	L2	terminal	model	models/terminal/termBase.js		11	2	2	9192
termSession	js	L2	terminal	model	models/terminal/termSession.js		7	0	1	9173
attach	js	L2	terminal	service	services/terminal.service.js		35	18	13	9438
composerSend	js	L2	terminal	service	services/terminal.service.js	/send	29	1	0	9350
detach	js	L2	terminal	service	services/terminal.service.js		26	10	13	9474
loadSettings	js	L2	terminal	service	services/terminal.service.js	/pm/settings	43	3	3	9593
memProbeSample	js	L2	terminal	service	services/terminal.service.js	/memdebug	23	1	1	9204
memProbeStart	js	L2	terminal	service	services/terminal.service.js		4	1	0	9227
memProbeStop	js	L2	terminal	service	services/terminal.service.js		1	1	0	9231
mountTerm	js	L2	terminal	service	services/terminal.service.js		31	1	3	9232
pullBuffer	js	L2	terminal	service	services/terminal.service.js	/buffer	10	0	0	9523
reattach	js	L2	terminal	service	services/terminal.service.js		1	0	0	9473
unmountTerm	js	L2	terminal	service	services/terminal.service.js		20	2	2	9263
vaultSshAdd	js	L2	terminal	service	services/terminal.service.js	/vault/ssh-add	28	2	0	9145
vaultUnlock	js	L2	terminal	service	services/terminal.service.js	/vault/unlock	23	2	0	9122
css:#termhost	css	L2	terminal	style	views/terminal/terminal.css		1	0	0	151
css:#termhost .xterm	css	L2	terminal	style	views/terminal/terminal.css		1	0	1	153
css:.termarea	css	L2	terminal	style	views/terminal/terminal.css		1	0	1	452
css:.termbar	css	L2	terminal	style	views/terminal/terminal.css		1	0	0	145
css:.termbar .title	css	L2	terminal	style	views/terminal/terminal.css		1	0	0	147
css:.termwrap	css	L2	terminal	style	views/terminal/terminal.css		1	0	1	437
html:<div termwrap>	html	L2	terminal	view	views/terminal/termwrap.view.js		1	0	0	1214
refreshThemeCard	js	L2	terminal	view	views/terminal/refreshThemeCard.view.js		16	2	0	9577
tagPillsHtml	js	L3	review	component	components/tagPillsHtml.js		11	1	0	10389
closeReview	js	L3	review	controller	controllers/review.controller.js		20	7	7	10369
openReview	js	L3	review	controller	controllers/review.controller.js		37	8	12	10332
filterByTag	js	L3	review	model	models/review/filterByTag.js		17	1	0	10400
tqAll	js	L3	review	model	models/review/tqAll.js		1	0	1	10570
tqLoaded	js	L3	review	model	models/review/tqLoaded.js		1	0	0	10571
tqMatch	js	L3	review	model	models/review/tqMatch.js		9	1	0	10598
loadTestQueue	js	L3	review	service	services/review.service.js	/pm/test-queue	26	2	3	10572
mrDeliver	js	L3	review	service	services/review.service.js	/mr/deliver	4	1	0	10566
pmRun	js	L3	review	service	services/review.service.js	/pm/run	15	11	3	10551
renderReviewPane	js	L3	review	view	views/review/renderReviewPane.view.js		134	11	13	10417
rsFillProjects	js	L3	search	component	components/rsFillProjects.js		10	3	0	7677
sfFillProjects	js	L3	search	component	components/sfFillProjects.js		11	3	0	7460
clearSearch	js	L3	search	controller	controllers/search.controller.js		9	0	1	7415
setClientContext	js	L3	search	controller	controllers/search.controller.js		24	1	3	7612
allProjects	js	L3	search	model	models/search/allProjects.js		1	0	0	7561
clientContext	js	L3	search	model	models/search/clientContext.js		3	0	0	7597
fillClientCtx	js	L3	search	model	models/search/fillClientCtx.js		12	1	0	7600
rsClientChanged	js	L3	search	model	models/search/rsClientChanged.js		5	0	0	7687
rsClientOptions	js	L3	search	model	models/search/rsClientOptions.js		15	1	0	7650
rsProjectOptions	js	L3	search	model	models/search/rsProjectOptions.js		12	1	0	7665
searchQuery	js	L3	search	model	models/search/searchQuery.js		18	1	1	7424
searchRowMeta	js	L3	search	model	models/search/searchRowMeta.js		18	1	1	7442
sfClientChanged	js	L3	search	model	models/search/sfClientChanged.js		2	0	0	7471
sfInit	js	L3	search	model	models/search/sfInit.js		19	1	1	7473
tagsCache	js	L3	search	model	models/search/tagsCache.js		1	0	0	7492
loadProjects	js	L3	search	service	services/search.service.js	/projects	35	2	6	7562
loadResumable	js	L3	search	service	services/search.service.js	/resumable	41	4	3	7692
loadTags	js	L3	search	service	services/search.service.js	/tags	16	1	0	7493
search	js	L3	search	service	services/search.service.js		52	5	8	7509
css:.searchrow	css	L3	search	style	views/search/search.css		1	0	8	239
css:.searchrow input	css	L3	search	style	views/search/search.css		1	0	1	305
css:.sfwarn	css	L3	search	style	views/search/search.css		1	0	0	298
applyTemplate	js	L3	search	view	views/search/applyTemplate.view.js		14	1	4	7401
renderClientCtxBanner	js	L3	search	view	views/search/renderClientCtxBanner.view.js		14	1	1	7636
tqCockpitEnv	js	L3	testqueue	component	components/tqCockpitEnv.js		15	3	0	10679
tqDeploy	js	L3	testqueue	component	components/tqDeploy.js		12	4	1	10694
tqTeardown	js	L3	testqueue	component	components/tqTeardown.js		10	3	2	10706
clearTQSearch	js	L3	testqueue	controller	controllers/testqueue.controller.js		4	0	0	10607
closeStatusMenu	js	L3	testqueue	controller	controllers/testqueue.controller.js		5	2	0	10832
openStatusMenu	js	L3	testqueue	controller	controllers/testqueue.controller.js		38	2	0	10837
TRANS_TTL_MS	js	L3	testqueue	model	models/testqueue/TRANS_TTL_MS.js		1	0	0	10788
_TQ_VERDICTS	js	L3	testqueue	model	models/testqueue/_TQ_VERDICTS.js		7	0	0	10748
confirmSecondSession	js	L3	testqueue	model	models/testqueue/confirmSecondSession.js		21	2	1	11006
duplicateSessionText	js	L3	testqueue	model	models/testqueue/duplicateSessionText.js		22	1	0	10984
promptFillOnChange	js	L3	testqueue	model	models/testqueue/promptFillOnChange.js		12	2	0	11056
promptTemplateOptions	js	L3	testqueue	model	models/testqueue/promptTemplateOptions.js		13	2	0	11043
promptTemplates	js	L3	testqueue	model	models/testqueue/promptTemplates.js		16	1	0	11027
statusPromptSpec	js	L3	testqueue	model	models/testqueue/statusPromptSpec.js		12	1	0	10901
taskPromptText	js	L3	testqueue	model	models/testqueue/taskPromptText.js		23	4	1	11087
tqDeployShared	js	L3	testqueue	model	models/testqueue/tqDeployShared.js		16	1	1	10716
tqVerdict	js	L3	testqueue	model	models/testqueue/tqVerdict.js		32	4	6	10755
transCache	js	L3	testqueue	model	models/testqueue/transCache.js		1	0	0	10787
tsCache	js	L3	testqueue	model	models/testqueue/tsCache.js		2	0	0	10954
applyTicketStatus	js	L3	testqueue	service	services/testqueue.service.js		41	1	0	10913
ensureTicketSessions	js	L3	testqueue	service	services/testqueue.service.js	/ticket-sessions	17	2	1	10956
runTaskStatusGated	js	L3	testqueue	service	services/testqueue.service.js		26	2	0	10875
sendTicketToSession	js	L3	testqueue	service	services/testqueue.service.js	/send	33	1	2	11173
ticketBusySessions	js	L3	testqueue	service	services/testqueue.service.js		11	1	0	10973
ticketPromptFor	js	L3	testqueue	service	services/testqueue.service.js		19	1	0	11068
ticketTransitions	js	L3	testqueue	service	services/testqueue.service.js	/ticket-transitions	16	1	0	10789
ticketVerdicts	js	L3	testqueue	service	services/testqueue.service.js		16	1	0	10732
css:.tquiet	css	L3	testqueue	style	views/testqueue/testqueue.css		1	0	0	282
html:<div lp-test>	html	L3	testqueue	view	views/testqueue/lp-test.view.js		1	0	0	1085
html:<div tqcard>	html	L3	testqueue	view	views/testqueue/tqcard.view.js		1	0	0	1086
renderTQ	js	L3	testqueue	view	views/testqueue/renderTQ.view.js		68	2	7	10611
statusMenuHtml	js	L3	testqueue	view	views/testqueue/statusMenuHtml.view.js		27	1	0	10805
ticketSessionsHtml	js	L3	testqueue	view	views/testqueue/ticketSessionsHtml.view.js		63	1	1	11110
tabTip	js	L3	tickets	component	components/tabTip.js		18	1	6	8057
ticketTipText	js	L3	tickets	component	components/ticketTipText.js		19	2	0	5757
tipAttr	js	L3	tickets	component	components/tipAttr.js		9	3	0	5821
tmuxName	js	L3	tickets	component	components/tmuxName.js		1	6	0	8056
copyInfos	js	L3	tickets	controller	controllers/tickets.controller.js		21	1	0	8035
gotoTicket	js	L3	tickets	controller	controllers/tickets.controller.js		10	2	2	8115
openedAdd	js	L3	tickets	controller	controllers/tickets.controller.js		13	1	0	5556
openedClear	js	L3	tickets	controller	controllers/tickets.controller.js		3	2	1	5680
openedClient	js	L3	tickets	controller	controllers/tickets.controller.js		1	0	1	5662
openedFilter	js	L3	tickets	controller	controllers/tickets.controller.js		2	2	1	5683
openedFilterStatus	js	L3	tickets	controller	controllers/tickets.controller.js		2	2	0	5685
openedForget	js	L3	tickets	controller	controllers/tickets.controller.js		4	2	0	5676
openedPanelOpen	js	L3	tickets	controller	controllers/tickets.controller.js		12	1	0	5525
openedSave	js	L3	tickets	controller	controllers/tickets.controller.js		4	3	0	5665
openedTickets	js	L3	tickets	controller	controllers/tickets.controller.js		3	0	0	5659
openedToggled	js	L3	tickets	controller	controllers/tickets.controller.js		9	0	0	5547
setTicketFacet	js	L3	tickets	controller	controllers/tickets.controller.js		10	3	3	8334
setTicketTab	js	L3	tickets	controller	controllers/tickets.controller.js		6	1	0	8328
showTicket	js	L3	tickets	controller	controllers/tickets.controller.js		12	9	4	8103
ENGINE_LABEL	js	L3	tickets	model	models/tickets/ENGINE_LABEL.js		1	0	0	7965
RESOLVE_TTL_MS	js	L3	tickets	model	models/tickets/RESOLVE_TTL_MS.js		1	0	0	7850
briefCache	js	L3	tickets	model	models/tickets/briefCache.js		1	0	0	5791
briefInflight	js	L3	tickets	model	models/tickets/briefInflight.js		1	0	0	5792
briefQueue	js	L3	tickets	model	models/tickets/briefQueue.js		4	0	0	5794
briefTimer	js	L3	tickets	model	models/tickets/briefTimer.js		1	0	0	5793
ctxPct	js	L3	tickets	model	models/tickets/ctxPct.js		5	2	0	7980
fillTriageFilters	js	L3	tickets	model	models/tickets/fillTriageFilters.js		12	1	0	8181
fillTriageProjects	js	L3	tickets	model	models/tickets/fillTriageProjects.js		10	2	0	8193
fmtWin	js	L3	tickets	model	models/tickets/fmtWin.js		3	2	0	7985
groupOpenedTickets	js	L3	tickets	model	models/tickets/groupOpenedTickets.js		35	1	1	5624
logEntries	js	L3	tickets	model	models/tickets/logEntries.js		25	1	0	8344
mailAll	js	L3	tickets	model	models/tickets/mailAll.js		5	0	0	4347
mcBanner	js	L3	tickets	model	models/tickets/mcBanner.js		14	1	0	7936
mcCache	js	L3	tickets	model	models/tickets/mcCache.js		1	0	0	7921
mcFresh	js	L3	tickets	model	models/tickets/mcFresh.js		1	1	0	7923
mcInFlight	js	L3	tickets	model	models/tickets/mcInFlight.js		1	0	0	7922
metaFacet	js	L3	tickets	model	models/tickets/metaFacet.js		3	0	1	8164
modelWindow	js	L3	tickets	model	models/tickets/modelWindow.js		7	2	0	7973
noteOpenedTicket	js	L3	tickets	model	models/tickets/noteOpenedTicket.js		7	2	0	5669
ntfTypeChanged	js	L3	tickets	model	models/tickets/ntfTypeChanged.js		7	1	0	4302
openedFamily	js	L3	tickets	model	models/tickets/openedFamily.js		2	0	0	5663
pendStale	js	L3	tickets	model	models/tickets/pendStale.js		4	0	0	5866
pendStaleSet	js	L3	tickets	model	models/tickets/pendStaleSet.js		7	1	0	5859
pendingBriefIds	js	L3	tickets	model	models/tickets/pendingBriefIds.js		15	1	0	5776
resolveAt	js	L3	tickets	model	models/tickets/resolveAt.js		1	0	0	7849
resolveInflight	js	L3	tickets	model	models/tickets/resolveInflight.js		1	0	0	7860
resolveStale	js	L3	tickets	model	models/tickets/resolveStale.js		9	1	1	7851
sessionTickets	js	L3	tickets	model	models/tickets/sessionTickets.js		7	1	1	8141
throughput	js	L3	tickets	model	models/tickets/throughput.js		6	2	0	7988
ticketStatusFamily	js	L3	tickets	model	models/tickets/ticketStatusFamily.js		19	2	1	5588
ticketStatusRank	js	L3	tickets	model	models/tickets/ticketStatusRank.js		19	2	2	5569
triageData	js	L3	tickets	model	models/tickets/triageData.js		1	0	0	8167
triageFilter	js	L3	tickets	model	models/tickets/triageFilter.js		15	1	1	8227
usageCache	js	L3	tickets	model	models/tickets/usageCache.js		1	0	0	7950
usageFresh	js	L3	tickets	model	models/tickets/usageFresh.js		1	2	0	7952
usageInFlight	js	L3	tickets	model	models/tickets/usageInFlight.js		1	0	0	7951
wtName	js	L3	tickets	model	models/tickets/wtName.js		1	0	0	8075
attachIfRunning	js	L3	tickets	service	services/tickets.service.js	/sessions	5	1	2	8159
ensureMergecheck	js	L3	tickets	service	services/tickets.service.js	/mergecheck	12	1	0	7924
ensureResolved	js	L3	tickets	service	services/tickets.service.js	/resolve	22	17	6	7861
ensureUsage	js	L3	tickets	service	services/tickets.service.js	/usage	10	2	1	7953
loadPending	js	L3	tickets	service	services/tickets.service.js		8	1	1	5870
loadTriage	js	L3	tickets	service	services/tickets.service.js	/triage	13	0	0	8168
refreshTips	js	L3	tickets	service	services/tickets.service.js		12	1	0	5830
refreshUsage	js	L3	tickets	service	services/tickets.service.js		2	1	1	7963
refreshWorkspace	js	L3	tickets	service	services/tickets.service.js	/workspace-status	7	6	2	8092
reloadTicket	js	L3	tickets	service	services/tickets.service.js		12	2	0	7894
requestBriefs	js	L3	tickets	service	services/tickets.service.js	/tickets/brief	23	1	0	5798
revalidateTicket	js	L3	tickets	service	services/tickets.service.js		11	2	0	7883
submitNewTicket	js	L3	tickets	service	services/tickets.service.js	/tickets	38	1	2	4309
ticketsOfSession	js	L3	tickets	service	services/tickets.service.js		16	1	1	8125
css:.tkill	css	L3	tickets	style	views/tickets/tickets.css		1	0	0	431
css:.tkill:hover	css	L3	tickets	style	views/tickets/tickets.css		1	0	2	432
_ticketDescHtml	js	L3	tickets	view	views/tickets/_ticketDescHtml.view.js		9	1	1	8387
_ticketLogHtml	js	L3	tickets	view	views/tickets/_ticketLogHtml.view.js		15	1	0	8396
html:<details ntcard>	html	L3	tickets	view	views/tickets/ntcard.view.js		1	0	0	983
html:<details openedcard>	html	L3	tickets	view	views/tickets/openedcard.view.js		1	0	0	937
html:<details triagecard>	html	L3	tickets	view	views/tickets/triagecard.view.js		1	0	0	918
html:<div lp-tickets>	html	L3	tickets	view	views/tickets/lp-tickets.view.js		1	0	0	916
logHtml	js	L3	tickets	view	views/tickets/logHtml.view.js		18	1	0	8369
openedCountLabel	js	L3	tickets	view	views/tickets/openedCountLabel.view.js		10	1	1	5537
pendingDecor	js	L3	tickets	view	views/tickets/pendingDecor.view.js		17	0	1	5842
projectBriefHtml	js	L3	tickets	view	views/tickets/projectBriefHtml.view.js		34	1	1	8420
registryHtml	js	L3	tickets	view	views/tickets/registryHtml.view.js		16	1	2	8076
renderInfos	js	L3	tickets	view	views/tickets/renderInfos.view.js		18	2	1	8263
renderMailList	js	L3	tickets	view	views/tickets/renderMailList.view.js		70	1	1	4352
renderMeta	js	L3	tickets	view	views/tickets/renderMeta.view.js		3	18	10	8260
